,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Europa,Mars,True,PSO J318.5-22,TRAPPIST-1e,True,B,C,D,E,F,G,P,S,T,G,P,S
1998,0.2911392405063291,0.029734068541913867,0.0,0.015409501106759748,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5971,0.25316455696202533,0.0,0.0006708482876597458,4.256768261535842e-05,0.031060335594430562,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
964,0.25316455696202533,0.0529768967683395,0.0,0.004512174357227993,0.009014637629418065,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8565,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8562,0.22784810126582278,0.005793257485865848,0.0055344983731929025,4.256768261535842e-05,0.0,0.08295694691915634,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7629,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7664,0.35443037974683544,0.00034899141481119564,0.2767920034884111,0.0,0.008077472331310247,0.12542990925289024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3676,0.17721518987341772,0.05451245899350876,0.0,4.256768261535842e-05,0.0001785076758300607,4.1437036423155016e-05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4402,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1133,0.4050632911392405,0.0,0.004092174554724449,0.15750042567682615,0.015039271688682614,0.05751460655533916,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8676,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4330,0.5063291139240507,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6827,0.46835443037974683,0.0349689397640818,0.0,0.007619615188149157,4.4626918957515175e-05,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3662,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1556,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6713,0.7848101265822784,0.031618622181894325,3.3542414382987286e-05,0.08134684147794993,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2417,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5361,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2400,0.27848101265822783,0.0018147553570182174,0.0,0.0,0.0,0.030373347698172626,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3098,0.4050632911392405,0.0,0.0,0.0002979737783075089,0.16302213495180293,0.009364770231633034,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7167,0.3037974683544304,0.0,0.000234796900680911,0.005406095692150519,0.028516601213852195,0.0015331703476567356,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1911,0.25316455696202533,0.00013959656592447826,0.0,0.029541971735058743,0.0,0.0009116148013094104,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5475,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6340,0.45569620253164556,0.0693794932644657,0.017643309965451312,0.0,0.0003123884327026062,0.052997969585215264,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5089,0.5569620253164557,0.08843442451315697,0.0006037634588937712,0.0,0.00013388075687254553,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
702,0.2911392405063291,0.0,0.0,0.020602758385833475,0.008389860764012854,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5218,0.9113924050632911,0.17065680184267468,0.10139871867977057,0.0,0.03141735094609068,0.0008287407284631003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
856,0.3924050632911392,0.0,0.03672894374937108,0.0,0.007541949303820065,0.05080180665478805,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7269,0.8481012658227848,0.07998883227472604,0.0005366786301277966,0.0016601396219989783,0.0,0.0214643848671943,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3865,0.45569620253164556,0.0013261673762825434,0.01596618924630195,0.0,0.00022313459478757588,0.012016740562714954,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
309,0.3924050632911392,0.008445592238430935,0.0,0.0,0.012227775794359158,0.0375833920358016,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3700,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5580,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4404,0.5316455696202531,0.0,0.0,0.07138600374595606,0.002900749732238486,0.002569096258235611,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5741,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5751,0.5189873417721519,0.01668178962797515,3.3542414382987286e-05,0.04461093138089562,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4810,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
236,0.3670886075949367,0.018985132965729044,0.02062858484553718,0.0,0.0,4.1437036423155016e-05,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4844,0.5949367088607594,6.979828296223913e-05,0.0005702210445107838,0.0,0.04770617636558372,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5155,0.6329113924050633,0.0,0.012008184349109448,0.0,0.02766868975365941,0.00016574814569262006,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
596,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
248,0.7974683544303798,0.0,0.0008385603595746821,0.0054486633747658775,0.0,0.05138192516471222,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7414,0.4050632911392405,0.0,0.0,0.0,0.016288825419493037,0.050387436290556496,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4743,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5287,0.35443037974683544,0.1332449221749145,0.0,0.0,0.0,0.0002486222185389301,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7196,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4755,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1854,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6046,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5746,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2375,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6874,0.27848101265822783,0.0,0.02153423003387784,0.0,0.0023205997857907892,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2270,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3958,0.16455696202531644,0.0018845536399804564,0.0027169355650219704,0.04597309722458709,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8657,0.620253164556962,0.00041878969777343477,3.3542414382987286e-05,0.02715818150859867,0.0494019992859693,0.0009530518377325654,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8118,0.6962025316455696,0.035317931178893,0.0,0.01941086327260344,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7271,0.7215189873417721,0.0,0.013819474725790763,0.0,0.24504641199571583,0.009696266523018273,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7640,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5740,0.24050632911392406,0.042227961192154675,0.0,0.001021624382768602,4.4626918957515175e-05,0.003563585132391331,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6063,0.27848101265822783,0.030083059956725063,0.0013416965753194916,0.0,0.00044626918957515175,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7377,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4051,0.35443037974683544,0.029803866824876107,0.0,0.03209603269198025,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6073,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2843,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3205,0.3670886075949367,0.0,0.00013416965753194915,0.0,0.0,0.037459080926532135,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4769,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7084,0.4430379746835443,0.0002791931318489565,0.0017777479622983262,0.0,0.0,0.03497285874114283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3059,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3736,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6575,0.20253164556962025,0.08571229147762965,0.0,0.01915545717691129,0.019903605855051767,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
429,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6758,0.2911392405063291,0.042018566343267956,0.0,0.0,0.0,0.0009944888741557204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1448,0.31645569620253167,0.0,0.2371113272733371,0.0,0.002008211353088183,0.011685244271329715,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
829,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2571,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
884,0.3291139240506329,0.0,0.015899104417535975,0.0,0.0,0.008328844321054157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5987,0.20253164556962025,0.0,0.0,0.029541971735058743,0.0,0.004226577715161811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8312,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
556,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1095,0.24050632911392406,0.0,0.043303256968436586,0.0,0.7202338450553374,0.028467244022707495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2505,0.3037974683544304,0.0,0.0,0.0008939213349225268,0.0,0.028798740314092738,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5896,0.2911392405063291,0.15278844140434145,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4850,0.26582278481012656,0.04062260068402317,0.0,0.0,0.006604784005712246,0.002196162930427216,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
330,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1256,0.5949367088607594,0.028268304599706848,0.0,0.008215562744764175,0.02043912888254195,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5045,0.4430379746835443,0.04383332170028617,0.00020125448629792372,0.022475736420909245,0.006069260978222064,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
294,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8393,0.43037974683544306,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6725,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
374,0.20253164556962025,0.04823061352690724,0.0,0.0042993359441512,0.006247768654052125,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3202,0.25316455696202533,6.979828296223913e-05,0.025492234931070338,0.0,0.0009371652981078187,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3885,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3627,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4726,0.22784810126582278,0.000558386263697913,3.3542414382987286e-05,0.00017027073046143367,0.018698679043198857,0.012596859072639124,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8342,0.4177215189873418,0.0,0.00010062724314896186,0.0,0.03489825062477687,0.0002900592549620851,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8595,0.4050632911392405,0.0,0.3378727400798309,0.0,0.00749732238486255,0.01396428127460324,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7500,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
560,0.6708860759493671,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6087,0.6708860759493671,0.005793257485865848,0.0,0.06768261535841988,0.0026776151374509104,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5821,0.27848101265822783,0.0,0.0,4.256768261535842e-05,0.025660478400571226,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1237,0.7215189873417721,0.0,0.03310636299600845,4.256768261535842e-05,0.22081399500178508,0.002196162930427216,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5279,0.5443037974683544,6.979828296223913e-05,0.0002683393150638983,0.0,0.0,0.029627481042555838,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5222,0.3291139240506329,0.0,0.013618220239492839,0.0,0.0,0.020842829320846974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6275,0.7468354430379747,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5943,0.5949367088607594,0.0,0.07463187200214672,0.0669589647539588,0.00897001071046055,0.0009530518377325654,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
484,0.2911392405063291,0.002722133035527326,0.008821654982725656,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8245,0.3037974683544304,0.0,0.0,0.0,0.09010174937522314,0.0048481332615091365,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2145,0.46835443037974683,0.1052558107070566,0.0,0.0,4.4626918957515175e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5132,0.21518987341772153,0.00013959656592447826,0.0,0.0,0.0,0.028218621804168564,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4025,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2915,0.7088607594936709,0.0,0.010834199845704894,0.041333219819513024,0.00258836129953588,0.17569303443417728,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5315,0.8354430379746836,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7204,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4208,0.31645569620253167,0.13652544147413972,0.0,0.0068533969010727055,0.010665833630846127,0.0011602370198483404,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8034,0.3291139240506329,0.0008375793955468695,0.0023815114211920975,0.0,0.0045965726526240635,0.02585671072804873,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,0.569620253164557,0.1467857890695889,0.00020125448629792372,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7082,0.6075949367088608,0.021846862567180846,0.09606547479287558,0.0,0.0,0.5148137405212779,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
5207,0.7594936708860759,0.0035597124310741955,0.0003354241438298729,0.03209603269198025,0.06301320956801143,0.005676873989972237,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8455,0.6455696202531646,0.0,0.0,0.02932913332198195,0.0,0.0013259851655409605,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6821,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
834,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2249,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8626,0.3291139240506329,0.5992880575137851,0.002582765907490021,0.00485271581815086,0.00129418064976794,0.00016574814569262006,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8154,0.6835443037974683,0.0,0.06108073659141985,0.10088540779839945,0.0423509460906819,0.0019061036754651308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6620,0.6835443037974683,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2266,0.24050632911392406,0.0,0.0,0.003362846926613315,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3762,0.7468354430379747,0.018007957004257696,0.012645490222386207,0.0002128384130767921,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4462,0.4810126582278481,0.0,0.15107503438097475,0.0,0.0005801499464476973,0.012513984999792815,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7464,0.22784810126582278,0.13743281915264885,0.0,0.013195981610761109,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3310,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4017,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4565,0.46835443037974683,0.12012284497801354,0.02237279039345252,0.0,0.0012495537308104248,0.05643724360833713,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7922,0.3291139240506329,6.979828296223913e-05,0.18817294468855866,0.0,0.00022313459478757588,0.004931007334355447,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
6518,0.6708860759493671,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2986,0.7848101265822784,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6132,0.24050632911392406,0.0009771759614713477,0.020595042431154193,0.0,0.007140307033202428,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4002,0.7088607594936709,0.02875689258044252,0.016502867876429746,0.00038310914353822576,0.005221349518029276,0.0013674222019641154,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7842,0.7721518987341772,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6919,0.31645569620253167,0.0,0.003857377654043538,0.0,0.08135487325955017,0.1674470641859694,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2932,0.27848101265822783,0.0,3.3542414382987286e-05,0.01613315171122084,0.0,0.013922844238180085,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5065,0.5443037974683544,0.0,0.0,0.0,0.0,0.06397878423735134,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8209,0.6708860759493671,0.0,0.03780230100962667,0.0,0.17578543377365227,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7944,0.7594936708860759,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4241,0.7215189873417721,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4941,0.45569620253164556,0.0009073776785091087,0.006574313219065508,0.00012770304784607525,0.0,0.5106285998425393,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7877,0.46835443037974683,0.0,0.0,0.04363187468074238,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8351,0.2911392405063291,0.0,0.0,0.0,0.04069975008925384,0.0016989184933493557,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6893,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2631,0.31645569620253167,0.016542193062050674,0.0,0.03873659117997616,0.0,0.0004972444370778602,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2164,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7089,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
966,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1488,0.16455696202531644,0.0,0.0,0.00034054146092286734,0.0,0.02958604400613268,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6299,0.4430379746835443,0.0,0.08399020561500016,0.0,0.0,0.22773795218165996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1345,0.7468354430379747,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1673,0.37974683544303794,0.08515390521393174,0.0,0.0020858164481525627,0.0017404498393430918,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7728,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
625,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1423,0.7974683544303798,0.0,0.007245161506725254,0.0,0.026508389860764012,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
213,0.26582278481012656,0.0,6.708482876597457e-05,0.028307508939213348,0.0,0.00037293332780839516,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6664,0.46835443037974683,0.0,0.05628417133465267,0.0,0.0016065690824705464,0.1296150499316289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3425,0.3291139240506329,0.056397012633489216,0.0020125448629792373,0.0,0.0007140307033202428,0.00012431110926946505,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
857,0.34177215189873417,0.0,0.26052393251266226,0.0,0.0006694037843627276,0.10164505034599926,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4635,0.3924050632911392,0.014657639422070217,0.0006708482876597458,0.0,0.045831845769368086,0.008245970248207848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5587,0.26582278481012656,0.02952467369302715,0.0,0.007321641409841648,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6506,0.34177215189873417,0.0048160815243945,0.09653506859423741,0.0,0.1888611210282042,0.15737786433514275,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3119,0.3291139240506329,0.05004536888392545,0.0,0.003575685339690107,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1868,0.3924050632911392,0.07412577650589795,0.0,0.03413928145751745,0.0031685112459835774,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7959,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1791,0.5063291139240507,0.10225448453968032,0.001308154160936504,0.0,0.0,0.050760369618364894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4915,0.3037974683544304,0.08592168632651637,0.0,0.0,4.4626918957515175e-05,0.00012431110926946505,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5567,0.25316455696202533,0.01039994416137363,0.0008385603595746821,0.023795334581985357,0.0009371652981078187,0.0013674222019641154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7304,0.34177215189873417,0.0,0.0018448327910643007,0.0,0.03302392002856123,0.0035221480959681762,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
77,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1706,0.31645569620253167,0.0006281845466601522,0.028578137054305168,0.0031074408309211647,0.0005355230274901821,0.002361911076119836,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7703,0.3670886075949367,0.0,0.17297823097306544,4.256768261535842e-05,0.006069260978222064,0.0013259851655409605,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5930,0.3037974683544304,0.0,0.035185992687753666,4.256768261535842e-05,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
